Failure Analysis Date,"Start Date
00:00:00","End Date
00:00:00",Analyzed by,SPOC Single Point of Contact,FWU Error Code,Server Serial No,From Bundle Version,Target Bundle Version,iLO version,Server Model,iSUT version,COM4VC version,"Upgrade type sequence (BMC, SUT, UEFI, Reset, Wait)","Failed Component details(Filename -> Component name -> From version -> To version)",Analysis details,Update Type,"Customer retry suceeded",Defect ID,Next action item,Product,Sub category,Broad Category (FWE-102),Region,Customer Name/Application Customer ID/Workspace ID
11/12/2025,11/11/2025,11/12/2025,Sowmya,Naresh,FWE-121,P52534-B21+CZ24190B0Z,,,"iLO 6"",""version"":""1.70 Aug 11 2025",ProLiant DL380 Gen11,"800.6.0.0.37-0""",No,,,"dceebf27-d281-425a-ae2d-76ecd0b0a98f
FWE-121 - UNKNOWN_ERROR

Humio logs,
Exception occurred while executing FirmwareUpdate.
StateChangeReason: {'message_id': 'FWE-121', 'message_args': None} Error:: JobErrorException : Found Extended messages in installset 

Install set message:
""ExtendedInfo"":{
      ""DependencyFailures"":[
         
      ],
      ""Messages"":[
         {
            ""Description"":""iLO is in non-production mode"",
            ""MessageId"":""ILO_IN_NON_PRODUCTION_MODE"",
            ""Resolution"":""Change the iLO security state to production"",
            ""Severity"":""Critical""
         },
         {
            ""Description"":""Host authentication mode is enabled in iLO"",
            ""MessageId"":""ILO_HOST_AUTHENTICATION_MODE_ENABLED"",
            ""Resolution"":""Disable the host authentication mode in iLO"",
            ""Severity"":""Critical""
         }
      ]
   },
Existing defect on Olive. Mapped",Online,No,CCSE-103595,,,,,ccprodeuc1,"6743660c4c1811f0976e5e58a799823f
aconnic systems Germany GmbH"
11/12/2025,11/11/2025,11/12/2025,Sowmya,Naresh,FWE-121,P52534-B21+CZ24190B0X,,,,,,,,,"a0b62d1e-6fda-42f9-a479-4bdde57a02de
Same as above",Online,No,CCSE-103595,,,,,ccprodeuc1,"6743660c4c1811f0976e5e58a799823f
aconnic systems Germany GmbH"
11/12/2025,11/11/2025,11/12/2025,Sowmya,Naresh,FWE-121,P52534-B21+CZ24190B0X,,,,,,,,,"78034753-9472-488a-a6ee-fe7f373791f9
same as above",Online,No,CCSE-103595,,,,,ccprodeuc1,"6743660c4c1811f0976e5e58a799823f
aconnic systems Germany GmbH"
11/12/2025,11/11/2025,11/12/2025,Sowmya,Naresh,FWE-121,P52534-B21+CZ24190B0Z,,,,,,,,,"a146b919-da9f-44e1-916f-de8f38240238
Same as above",Online,No,CCSE-103595,,,,,ccprodeuc1,"6743660c4c1811f0976e5e58a799823f
aconnic systems Germany GmbH"
11/12/2025,11/11/2025,11/12/2025,Sowmya,Naresh,FWE-121,P52534-B21+CZ24190B0X,,,,,,,,,"c02adaf6-e5fb-4c60-802d-a6de4cb2ce5f
Same as above",Online,No,CCSE-103595,,,,,ccprodeuc1,"6743660c4c1811f0976e5e58a799823f
aconnic systems Germany GmbH"
11/12/2025,11/11/2025,11/12/2025,Sowmya,Naresh,FWE-121,P54199-B21+CZUD3901CJ,,,iLO 6 v1.69,ProLiant DL325 Gen11,,No,,,"0f2936a3-bcf4-47bd-ac23-996da9d3f935 - slack

Humio logs,
Exception occurred while executing FirmwareUpdate
StateChangeReason: {'message_id': 'FWE-121', 'message_args': None} Error:: JobErrorException : Found Extended messages in installset 

""ExtendedInfo"":{
      ""DependencyFailures"":[
         
      ],
      ""Messages"":[
         {
            ""Description"":""iLO is in non-production mode"",
            ""MessageId"":""ILO_IN_NON_PRODUCTION_MODE"",
            ""Resolution"":""Change the iLO security state to production"",
            ""Severity"":""Critical""
         },
         {
            ""Description"":""Host authentication mode is enabled in iLO"",
            ""MessageId"":""ILO_HOST_AUTHENTICATION_MODE_ENABLED"",
            ""Resolution"":""Disable the host authentication mode in iLO"",
            ""Severity"":""Critical""
         }
      ]
   },
",Online,No retry,CCSE-103595,,,,,ccprodeuc1,"af7a3cea3a1011efb419ae86946d5e99
Islandsbanki"
11/12/2025,11/11/2025,11/12/2025,Sowmya,Naresh,FWE-121,P54199-B21+CZUD3901CM,,,iLO 6 v1.69,ProLiant DL325 Gen11,,No,,,"241df3a5-ae85-45a2-b1e9-9166c2bcca76 - slack
Same as above",Online,No retry,CCSE-103595,,,,,ccprodeuc1,"af7a3cea3a1011efb419ae86946d5e99
Islandsbanki"
11/12/2025,11/11/2025,11/12/2025,Sowmya,Naresh,FWE-121,P54199-B21+CZUD3901CL,,,iLO 6 v1.69,ProLiant DL325 Gen11,,No,,,"a835295f-4d4d-47a0-ac40-04bfbe8ca6cf - slack
Same as above",Online,No retry,CCSE-103595,,,,,ccprodeuc1,"af7a3cea3a1011efb419ae86946d5e99
Islandsbanki"
11/12/2025,11/11/2025,11/12/2025,Vijay,Naresh,PFWE-000,P52534-B21+CZ24310BZR,2172ff9f81b9426c8eef76b507eda722,,iLO 6 v1.69,ProLiant DL380 Gen11,800.5.1.0.9-0,No,,,"Job ID c9614611-5a1f-4e7b-b387-2bbbd14258ff
Same as row#419 and 452

Job Step name and number
2025-11-11 06:02:04.838
633 Executing FirmwareUpdateGetSystemsData step number: 2 for FirmwareUpdate

2025-11-11 06:32:08.366 
{'generation': '61 -> 62', 'updatedAt': '2025-11-11T06:31:12.128344Z -> 2025-11-11T06:32:08.333401Z', 'state': 'RUNNING -> COMPLETE', 'status': 'Step 2 of 77 with 1 percent completion -> JobErrorException : PFWE-000

API Job or UI Job
2025-11-11 06:32:08.329 
586 Exception occurred while executing FirmwareUpdate.
{'message_id': 'PFWE-000', 'message_args': ['\n\n Unable to update firmware because server device discovery has not completed. Wait 15 minutes and then retry the firmware update. If issue persists, contact support by clicking the help icon in the header and then select Compute Ops Management - Create case (error code: PFWE-000).\n']} Error:: JobErrorException : PFWE-000

'vMainDeviceDiscoveryComplete', 'AMSDeviceDiscovery': 'Busy', 'ServerFirmwareInventoryComplete': False

'install_sw_drivers': False, 
'prerequisite_check': False

If it is repeated multiple times by same customer on same nodes, then highlight to team.

Vijay: Uploaded the AMS log in linked defect CCSE-91680",Online,No retry,CCSE-91680,,,,,ccprodeuc1,"2eb827c65f8a11efa5584ed71aee5d24
Meierei Barmstedt eG"
11/12/2025,11/11/2025,11/12/2025,Sowmya,Naresh,FWE-108,P54903-B21+2M240400JQ,,,iLO 6 v1.66,ProLiant DL380a Gen11,"""5.3.0.0",No,,cp060765.exe->Broadcom NX1 FW for Windows Server x64 Editions->20.27.42 to 20.29.41 (UEFI),"Job ID
8aec9151-a037-49b4-bf1a-2205fa04a211 - slack
OS: Microsoft Windows Server 2025 Datacenter-10.0.26100

iLO Version
iLO 6 v1.66

Connectivty Check results if supported version
Connectivity test not valid with this iLO version

AHS Log analysis
,11/11/2025 22:00:43,DSE : Failed to copy the component cp060765.exe into NAND, error code returned is -16.

,11/11/2025 22:00:43,DSE : calling msg_BundleUpdateComponentDownloadFailed for InternalError : msgindex = 7 message = cp060765.exe

     - Error code
FWE-108- component download failure

FWE-108
 - Partial download or all components download failed

Only this component present in the sequence. All other components are already upto-date.Hence AHS has download failed log for this component only

Observations from Retry
     - Pre-retry observations
     - Post-retry observations
Check known issue exists or not

Humio logs,
""2025-11-11 21:01:07.564 INFO     d5434779536fdc662fb8bd82a41934eb da618c9c8b1c083a enigma.application_services.job_executor:586 Exception occurred while executing FirmwareUpdate.New job: 8aec9151-a037-49b4-bf1a-2205fa04a211 for resource P54903-B21+2M240400JQ/compute-ops-mgmt/server. StateChangeReason: {'message_id': 'FWE-108'} Error:: JobException : BundleUpdateComponentDownloadFailed as ['cp060765.exe', 'InternalError'] ""}

12/11: Mail them to clear NAND and retry
Share AHS with Naresh
[NARESH]13/11: Observed handshake failures iLO SCSINET Critical Message: scsinet check file failed, rc -16
This is related to firewall config issue. We can check with the internal customer.
Sent email to customer,
/redfish/v1/Managers/1/Actions/Oem/Hpe/HpeiLO.ClearNVRAM/",Online,No,,,,,,ccprodusw2," 15cb60ded50911ebadd25a67559c34ec
HPE Internal HPE TechEnablement  Labs chris.s.bradley@hpe.com"
11/12/2025,11/12/2025,11/12/2025,Sowmya,Naresh,FWE-108,P54903-B21+2M240400JQ,,,iLO 6 v1.66,ProLiant DL380a Gen11,"""5.3.0.0",No,,SUBE1027B.1.iso,"09019456-6ead-4ee9-a9bd-906f045570e5 - slack
OS:Microsoft Windows Server 2025 Datacenter-10.0.26100

iLO Version
iLO 6 v1.66

Connectivty Check results if supported version
Connectivity test not valid with this iLO version

AHS logs,
Informational,888,23078,Firmware Flash,DSE Firmware Upgrade Information, , ,11/12/2025 01:50:18,DSE : Failed to copy the component SUBE1027B.1.iso into NAND, error code returned is 0
.
Informational,888,23079,Firmware Flash,DSE Firmware Upgrade Information, , ,11/12/2025 01:50:18,DSE : calling msg_BundleUpdateComponentDownloadFailed for InternalError : msgindex = 7 message = SUBE1027B.1.iso

Humio logs,
Exception occurred while executing FirmwareUpdate.New job: 09019456-6ead-4ee9-a9bd-906f045570e5 for resource P54903-B21+2M240400JQ/compute-ops-mgmt/server. StateChangeReason: {'message_id': 'FWE-108'} Error:: JobException : BundleUpdateComponentDownloadFailed as ['SUBE1027B.1.iso', 'InternalError'] ""}",offline,No retry,,,,,,ccprodusw2," 15cb60ded50911ebadd25a67559c34ec
HPE Internal HPE TechEnablement  Labs chris.s.bradley@hpe.com"
11/12/2025,11/12/2025,11/12/2025,Prince,Naresh,FWE-108,P54903-B21+2M240400JL,,,iLO 6 v1.66,ProLiant DL380a Gen11, 5.3.0.0,,,SUBE1027B.1.iso,"c8982a46-15ed-4726-ae9c-ad51974d1737 - slack
OS:  Microsoft Windows Server 2025 Datacenter-10.0.26100

Connectivity test not valid with this iLO version

Humio logs,
2025-11-12 00:59:03.774
Exception occurred while executing FirmwareUpdate.
StateChangeReason: {'message_id': 'FWE-108'} Error:: JobException : BundleUpdateComponentDownloadFailed as ['SUBE1027B.1.iso', 'InternalError'] ""}

AHS observation,

11/12/2025 02:50:35,DSE : SUBE1027B.1.iso of size 126339072 is larger than dlbuf margin 74973184 : will be downloaded in chunks 4

11/12/2025 02:51:36,DSE : Failed to copy the component SUBE1027B.1.iso into NAND, error code returned is 0

11/12/2025 02:51:36,DSE : calling msg_BundleUpdateComponentDownloadFailed for InternalError : msgindex = 7 message = SUBE1027B.1.iso

11/12/2025 02:51:40:00,11/12/2025 02:51:36,1151: Failed to download the Bundle Update component ""SUBE1027B.1.iso"" ACTION: Retry Bundle Update after verifying the network settings and location of the component.

ahs path: 0932d0c8d50911eb990da6e29800e628/P54903-B21+2M240400JL/2025-11-12_00-59-41_P54903-B21+2M240400JL_FWUFailure.ahs",Offline,No retry,,,,,,ccprodusw2," 15cb60ded50911ebadd25a67559c34ec
HPE Internal HPE TechEnablement  Labs chris.s.bradley@hpe.com"
11/12/2025,11/11/2025,11/12/2025,Vijay,Naresh,FWE-103,P52766-B21+CZUD2Y01RL,,SPP 2025.09.00.00 (30 Sep 2025),iLO 6 v1.70 Aug 11 2025,ProLiant DL320 Gen11,6.3.0,No,,,"Job ID:  b5024c2e-73d5-4a7c-98e3-f1bcc942646f

Humio logs
2025-11-11 14:44:56.811
[Step FirmwareUpdateCreateInstallSet]:1626 Server P52766-B21+CZUD2Y01RL CreateInstallSet response is {'gt_ref_id': '4209235e13553cfaf1bcc96ae986b35ce47ca10b', 'input_bundle_name': 'SPP 2025.09.00.00 (30 Sep 2025)', 'state_reason_message': {'message_id': 'FWE-103', 'message_args': ['SPP 2025.09.00.00 (30 Sep 2025)

'gt_ref_id': '4209235e13553cfaf1bcc96ae986b35ce47ca10b'
TechDirect ID: 6305361",Online,No,,,,,,ccprodeuc1,"3a1e9b04790111f0a06b620042f8e25e
Dansk Avis Omdeling A/S"
11/12/2025,11/11/2025,11/12/2025,Vijay,Naresh,FWE-103,P53925-B21+CNXD1J02DW,,SPP 2025.09.00.00 (30 Sep 2025,iLO 6 v1.70 Aug 11 ,ProLiant DL385 Gen11,6.3.0,No,,,"Job ID: d70d338-2265-4357-914b-238107980438

Humio logs
2025-11-11 13:23:43.769 
[Step FirmwareUpdateCreateInstallSet]:1626 Server P53925-B21+CNXD1J02DW CreateInstallSet response is {'gt_ref_id': '60a518ae30ee9b535338bf8840ac4659600f564d', 'input_bundle_name': 'SPP 2025.09.00.00 (30 Sep 2025)', 'state_reason_message': {'message_id': 'FWE-103', 

'gt_ref_id': '60a518ae30ee9b535338bf8840ac4659600f564d'
TechDirect ID: 6305368",Online,No,,,,,,ccprodeuc1,"19d1648a852e11eeba286e9efddcfb10
SCHERDEL GmbH"
11/13/2025,11/12/2025,11/13/2025,Vijay,Naresh,FWE-103,P71964-B21+SGHD2SFB3H,,SPP 2025.09.00.00 (30 Sep 2025,iLO 6 v1.64 Oct 08 2024,ProLiant DL145 Gen11,,No,,,"Job ID: 62be6b96-944e-40ac-8da1-f851d9e2ead0

Humio logs
2025-11-12 12:08:38.671
586 Exception occurred while executing FirmwareUpdate.
StateChangeReason: {'message_id': 'FWE-103', 'message_args': ['SPP 2025.05.00.00 (10 Jun 2025)', '64718856372fe0bb2cdf81fa6aea13e7f9525f1b']} Error:: JobErrorException : GT checks failed 
'platformCustomerId':'68558cba30e711f0a7290ac6e65b4f66'
'gt_ref_id': '64718856372fe0bb2cdf81fa6aea13e7f9525f1b'
TechDirect ID: 6306677",Online,No,,,,,,ccprodeuc1,"6f6923ee314711f0b331de1264b397b0
H&M EDGE PLATFORM - STORE ENVIRONMENT"
11/13/2025,11/12/2025,11/13/2025,Vijay,Naresh,FWE-103,P71964-B21+CZ2D2P0279,,SPP 2025.09.00.00 (30 Sep 2025,iLO 6 v1.64 Oct 08 2024,ProLiant DL145 Gen11,,No,,,"Job ID: 9d74484b-e1f8-4234-9bd6-8223a54d716b
Same As row#603
Humio logs
2025-11-12 12:07:13.697
1626 Server P71964-B21+CZ2D2P0279 CreateInstallSet response is {'gt_ref_id': 'd148d722b23f7d6283d6bcc2e592ad2b902e924f', 'input_bundle_name': 'SPP 2025.05.00.00 (10 Jun 2025)', 'state_reason_message': {'message_id': 'FWE-103', 'message_args': ['SPP 2025.05.00.00 (10 Jun 2025)
platformCustomerId':'68558cba30e711f0a7290ac6e65b4f66'


'gt_ref_id': '64718856372fe0bb2cdf81fa6aea13e7f9525f1b'

TechDirect ID: ",Online,No,,,,,,ccprodeuc1,"6f6923ee314711f0b331de1264b397b0
H&M EDGE PLATFORM - STORE ENVIRONMENT"
11/13/2025,11/12/2025,11/13/2025,Vijay,Naresh,FWE-103,P52766-B21+CZUD2Y01RM,,SPP 2025.09.00.00 (30 Sep 2025),iLO 6 v1.70 Aug 11 2025,ProLiant DL320 Gen11,,No,,,"Job ID: d842b268-909d-4e32-a8a2-3196d0cdd152
Humio logs
2025-11-12 11:44:47.257 INFO     400d66575780e087a0e02bdd9ad00912 ad260e862276877e [Step FirmwareUpdateCreateInstallSet]:1626 Server P52766-B21+CZUD2Y01RM CreateInstallSet response is {'gt_ref_id': '4209235e13553cfaf1bcc96ae986b35ce47ca10b', 'input_bundle_name': 'SPP 2025.09.00.00 (30 Sep 2025)', 'state_reason_message': {'message_id': 'FWE-103', 'message_args': ['SPP 2025.09.00.00 (30 Sep 2025)'

platformCustomerId':'94e5d63278df11f0957f32a1304d4a5a'

'gt_ref_id': '64718856372fe0bb2cdf81fa6aea13e7f9525f1b'
TechDirect ID: 6306679",,,,,,,,ccprodeuc1,"3a1e9b04790111f0a06b620042f8e25e
Dansk Avis Omdeling A/S"
11/13/2025,11/11/2025,11/13/2025,Vijay,Naresh,FWE-103,P52766-B21+CZUD2Y01RL,,SPP 2025.09.00.00 (30 Sep 2025),iLO 6 v1.70 Aug 11 2025,ProLiant DL320 Gen11,6.3.0,No,,,"3c711624-0c1e-4f50-9fe4-ef7d4a9aa9ff
Same as Row#606",,,,,,,,ccprodeuc1,"3a1e9b04790111f0a06b620042f8e25e
Dansk Avis Omdeling A/S"
11/13/2025,11/11/2025,11/13/2025,Vijay,Naresh,FWE-103,P53925-B21+CNXD1J02DW,,SPP 2025.09.00.00 (30 Sep 2025,iLO 6 v1.70 Aug 11 ,ProLiant DL385 Gen11,6.3.0,No,,,"Job ID: ed70d338-2265-4357-914b-238107980438

Humio logs
2025-11-11 13:23:43.769 
[Step FirmwareUpdateCreateInstallSet]:1626 Server P53925-B21+CNXD1J02DW CreateInstallSet response is {'gt_ref_id': '60a518ae30ee9b535338bf8840ac4659600f564d', 'input_bundle_name': 'SPP 2025.09.00.00 (30 Sep 2025)', 'state_reason_message': {'message_id': 'FWE-103', 'message_args': ['SPP 2025.09.00.00 (30 Sep 2025)
platformCustomerId':'8a655d105d1911ee9a3d26c65570d36f'
'gt_ref_id': '60a518ae30ee9b535338bf8840ac4659600f564d'
TechDirect ID: 6306680",,,,,,,,ccprodeuc1,"19d1648a852e11eeba286e9efddcfb10
SCHERDEL GmbH"
11/13/2025,11/11/2025,11/13/2025,Vijay,Naresh,FWE-103,P53925-B21+CNXD1J02DW,,SPP 2025.09.00.00 (30 Sep 2025,iLO 6 v1.70 Aug 11 ,ProLiant DL385 Gen11,6.3.0,No,,,"2080b397-c3d4-4c7b-82bb-57c3c109e865
Same as Row#608",,,,,,,,ccprodeuc1,"19d1648a852e11eeba286e9efddcfb10
SCHERDEL GmbH"
11/13/2025,11/12/2025,11/13/2025,Vijay,Naresh,FWE-110,P52534-B21+CZ2D3D07W3,,SPP 2025.09.00.00 (30 Sep 2025),iLO 6 v1.71,ProLiant DL380 Gen11,6.3.0,No,BMC,,"Job ID 6759503a-0831-4dad-a555-f657522e1438
COM observations
     - Job step name and number
2025-11-12 09:27:43.846 
633 Executing FirmwareUpdateSummarizeJob step number: 70 for FirmwareUpdate.

     - Error code / message
2025-11-12 09:27:43.848 
586 Exception occurred while executing FirmwareUpdate.
 StateChangeReason: {'message_id': 'FWE-110'} Error:: JobErrorException : Failed to get the bundle update report from iLO.

Pre-update or Post-update
     - Update successful or not
2025-11-12 09:27:43.952 
{'generation': '70 -> 71', 
'status': 'Step 64 of 58 with 32 percent completion -> JobErrorException : Failed to get the bundle update report from iLO.

     - Check for disconnections (Zinc error codes e.g. 1005/1006, etc)
No

Is iLO part of update - Only ilo6_171.fwpkg was in installset sequence.  

'install_sw_drivers': True
'prerequisite_check': True

Check known issue exists or not
",Online,No retry,,,,,,ccprodeuc1,27671e1ebf9711f0904552ef4f56a1f5
11/13/2025,11/12/2025,11/13/2025,Sowmya,Naresh,FWE-102,P71964-B21+2M2D3D00VP,,SPP 2025.09.00.00 (30 Sep 2025),iLO 6 v1.70,ProLiant DL145 Gen11,,No,,,"81734ac0-e8ee-486a-ae09-cc0ac90de330

FWE-102 error, where bundle report returning empty with compliance state set as ""not compliant""
Humio logs,
install_sw_drivers: False
Compliance check has run and completed successfully

Compliance calculate report:
 [Step FirmwareUpdateComplianceCalculate]:3336
'bundle_type': 'proliant', 'error_reason': '', 'compliance_state': 'Not Compliant',  'skip_compliance_calculate': False, 'update_firmware_bundle_uri': False

[Step FirmwareUpdateComplianceCalculate]:3459 STEP ERROR: Firmware update failed for 0/1 components  at step 69 
ErrorCode:FWE-102 Failed Component List:[] 

install set response,
Only iLO is part of install set sequence

Compliance report has,
Only A58_1.70_08_07_2025.fwpkg component which is above baseline. The component is going for downgrade
Installed version: A58 v1.72
Package version: A58 v1.70

Getbundlereport,
  ""Members@odata.count"":0

Mapped defect: CCSE-103240",Online,No retry,CCSE-103240,,,,,ccprodusw2,"ce375ef69c8a11ef9db1d614663553d3
Mirabito Holdings"
11/13/2025,11/12/2025,11/13/2025,Sowmya,Naresh,FWE-102,P28948-B21+MXQ1500XRL,,,3.15 Aug 11 2025,ProLiant DL360 Gen10 Plus,5.2.0,No,"Reset,UEFI,BMC, Reset","cp067638.exe -> HPE Firmware Flash for QLogic Fibre Channel Host Bus Adapters ->2.09.07 to 02.11.01 (Exeption)

Killed:

cp065637.exe -> HPE Broadcom NetXtreme-E FW for Windows Server x64 Editions ->224.1.102.0 to 226.1.107.0

SPSGen10Plus_04.04.04.802.fwpkg ->FW for Server Platform Services (SPS) Firmware  for HPE Gen10 P ->4.4.4.603 to 04.04.04.802

bcm233.1.135.7.pup.fwpkg -> Broadcom Firmware Package for BCM5741x adapters ->224.1.102.0 to 233.1.135.7","Job ID
34be63f9-60a2-4d1d-beb6-333497e2d3b4

Failed component type - A,B, C, D
Type B and Type C

Also mention - Exception / Killed
 QLogic went into exception rest all the components got killed

Observations from Retry
     - Pre-retry observations
     - Post-retry observations
Both retries QLogic went into exception rest all the components got killed

AHS Log observations
11/12/2025 14:02:05,
msg_BundleUpdateComponentDownloadStatus as Completed : msgindex = 4 message = cp067638.exe UploadedComp = 3 

11/12/2025 14:11:08,fum : 
Task_Name:Server Reset Task 1800042500 UpdatableBy:ilo

Informational,1529,5607,Firmware Flash,DSE Firmware Upgrade Information, , ,11/12/2025 14:22:11,DSE : calling msg_BundleUpdateComponentInstallationFailed for InternalError : msgindex = 8 message = cp067638.exe
====================
Informational,1531,4507,Firmware Flash,DSE Firmware Upgrade Information, , ,11/12/2025 16:30:41,DSE : calling msg_BundleUpdateComponentInstallationFailed for InternalError : msgindex = 8 message = cp067638.exe

Killed components:
Informational,1529,22679,RDE Data,RDE Msg,RDE INFORM, ,11/12/2025 16:16:45,src/rde_service.c(4087):Failed to get resource_id for ehandle: 0x0, ds_uri: /Settings

Informational,1529,23037,Firmware Flash,DSE Firmware Upgrade Information, , ,11/12/2025 16:19:18,DSE : the bundle update process timed out : remaining time = 0

Informational,1529,23038,Firmware Flash,DSE Firmware Upgrade Information, , ,11/12/2025 16:19:18,DSE : Killing Dse : reason : the bundle update process timed out




OS and its version
OS: VMware ESXi-8.0.3 Build-24280767 Update 3 Patch 35

If device is PLDM, check if the Updatable flag is True.
Check known issue exists or not

COM observations
     - Job step name and number
[Step FirmwareUpdateGetBundleReport]:2511 STEP ERROR: Firmware update failed for 4/6 components for device: P28948-B21+MXQ1500XRL at step 60 ErrorCode:FWE-102 Failed Component List:['SPSGen10Plus_04.04.04.802.fwpkg', 'bcm233.1.135.7.pup.fwpkg', 'cp065637.exe', 'cp067638.exe']

     - Error code / message

13/11: Map existing defect if it exists.  Else create a new one on either UEFI or iLO.
13/11: We already have raised the similar defect : CSFE-88690, where The reset happened by BMC and the UEFI component is not picked by BIOS. Needs tragie from iLO and UEFI team. 
same pattern is seen in this defect too CSFE-87945.",Online,No retry,CSFE-88690,,,,,ccprodusw2,"aa432332f0b911ed904cf63186b58e40
Geisinger"
11/13/2025,11/11/2025,11/13/2025,Sowmya,Naresh,None,P52499-B21+CZUD3F00VK,,,1.71 Oct 08 2025,,6.3.0,No,,,"2d32dd40-1c4e-4755-9680-ff1c0db87555
OS: VMware ESXi-8.0.3 Build-24859861 Update 3 Patch 79

Humio logs,
Exception occurred while executing FirmwareUpdate.New job: 2d32dd40-1c4e-4755-9680-ff1c0db87555 for resource P52499-B21+CZUD3F00VK/compute-ops-mgmt/server. StateChangeReason: None Error:: KeyError : '@odata.id' "",""logtag"":""F""}

Getbundle report has all the components in completed state.No failure seenfor any component.
U54_2.60_08_07_2025.fwpkg
HPE_NS204i_Gen10p_Gen11_1.2.14.1022_A.fwpkg
Samsung_PM9A3_GPM9A3SAHPK4.fwpkg
SC_U54_ME_06.01.04.204.0.fwpkg

Had COM issue: CCSE-99896
This issue is addressed  by changes in https://github.com/compute-cloud/enigma/pull/5275 

13/11: Need to triage further - Naresh.
<Ambika>
Issue mentioned in CCSE-99896 is different and it is not related. Here job is supposed to get a response for fwinventory query but it got a incorrect response. Issue CCSE-104203  was raised against Zinc  for inital debugging  and they have suggested to move to iLO team. We need AHS logs for the same. Requested Sowmya to attach AHS logs if available or collect from customer.
Sowmya - Request raised to collect AHS logs: Case 5393697991 
26/11:Customer closed the case as the issue is resolved. No AHS provided by them",Online,No retry,CCSE-104203,,,,,ccprodeuc1,"955bd5fca05911f098a2aa5ee84c6f52
Wirral University Teaching Hospital"
11/13/2025,11/11/2025,11/13/2025,Prince,Naresh,FWE-171,P46252-B21+CZUD3702DF,,SPP 2025.09.00.00 (30 Sep 2025),,,,No,,,"18b3963b-a64d-4c83-b79f-0e618ad3760e

2025-11-11T22:25:10.178Z
Exception occurred while executing FirmwareUpdate.New job: 18b3963b-a64d-4c83-b79f-0e618ad3760e for resource P46252-B21+CZUD3702DF/compute-ops-mgmt/server. StateChangeReason: {'message_id': 'FWE-171', 'message_args': ['12 hours']} Error:: JobErrorException : Timeout reached or user cancelled the job request """,,,,,,,,ccprodeuc1,45af4ada93b011f0a8932e3ebb64ee49
11/13/2025,11/12/2025,11/13/2025,Prince,Naresh,FWE-121,P52499-B21+CZJD1H00YJ,,SPP 2025.09.00.00 (30 Sep 2025),iLO 6 v1.69,ProLiant DL360 Gen11,,,,,"4db9a42a-5250-4a19-b7d8-df8909440857

Step FirmwareUpdateValidateData
2025-11-12T16:06:17.470Z
StateChangeReason: {'message_id': 'FWE-121', 'message_args': None} Error:: JobErrorException : Found Extended messages in installset ""

installset extended info:
    'Messages': [
      {
        'Description': 'iLO is in non-production mode',
        'MessageId': 'ILO_IN_NON_PRODUCTION_MODE',
        'Resolution': 'Change the iLO security state to production',
        'Severity': 'Critical'
      },
      {
        'Description': 'Host authentication mode is enabled in iLO',
        'MessageId': 'ILO_HOST_AUTHENTICATION_MODE_ENABLED',
        'Resolution': 'Disable the host authentication mode in iLO',
        'Severity': 'Critical'
      }
    ]
  }

Existing Defect. CCSE-103595",,,CCSE-103595,,,,,ccprodeuc1,"4d95a87a7b0111efbc783a928d08405e
EPFL NOC"
11/13/2025,11/12/2025,11/13/2025,Prince,Naresh,FWE-121,P52499-B21+CZJD1H00YJ,,,,,,,,,"268124cf-cf0a-432f-8694-5ee6806b20a8

Retry of #614
Existing Defect. CCSE-103595",,,CCSE-103595,,,,,ccprodeuc1,"4d95a87a7b0111efbc783a928d08405e
EPFL NOC"
11/13/2025,11/12/2025,11/13/2025,Prince,Naresh,FWE-121,P52499-B21+CZJD1H00YJ,,,,,,,,,"a53b05af-8a8e-4812-99da-f6b621c9a665

Retry of #614
Existing Defect. CCSE-103595",,,CCSE-103595,,,,,ccprodeuc1,"4d95a87a7b0111efbc783a928d08405e
EPFL NOC"
11/13/2025,11/12/2025,11/13/2025,Prince,Naresh,FWE-155,P71964-B21+2M2D3D00V8,,SPP 2025.09.00.00 (30 Sep 2025),iLO 6 v1.70,ProLiant DL145 Gen11,,,,,"2cd6018e-69d3-4034-9841-d36b83a37515

Humio logs,
2025-11-12 18:09:42.544
StateChangeReason: {'message_id': 'FWE-155'} Error:: JobErrorException : {'message_id': 'FWE-155'} ""}

[Step FirmwareUpdatePowerOn]


PowerOn response:
'PowerState': 'On'
'PostState': 'InPost'
'PostMode': 'PostToShutdown', 
'ServerFQDN': 'ServerFQDN': 'mir00060red0.mirabito.com', '@odata.type': '#HpeComputerSystemExt.v2_15_0.HpeComputerSystemExt', 'PowerAutoOn': 'PowerOn',

{'DeviceDiscovery': 'Busy', 'AMSDeviceDiscovery': 'NoAMS', 'ServerFirmwareInventoryComplete': False}

13/11: If the defect is same as seen earlier, then map it.

no ahs,
could be same with CSFE-83058

19/11: Raise a comform to get the AHS file.
19/11: Comform submitted, yet to receive caseID. 2M2D3D00V8
24/11: Yet to receive SUT logs from customer.
12/3: No response from customer yet.",,,,,,,,ccprodusw2,"ce375ef69c8a11ef9db1d614663553d3
Mirabito Holdings"
